State/territory,SA3 code,SA3 name,Year,Sex,Rate
NSW,10704,Wollongong,2009–2011,Males,155
NSW,10704,Wollongong,2009–2011,Females,70
NSW,10801,Great Lakes,2015–2017,Persons,126
NSW,10801,Great Lakes,2015–2017,Males,168
NSW,10801,Great Lakes,2015–2017,Females,87
NSW,10801,Great Lakes,2014–2016,Persons,129
NSW,10801,Great Lakes,2014–2016,Males,166
NSW,10801,Great Lakes,2014–2016,Females,94
NSW,10801,Great Lakes,2013–2015,Persons,126
NSW,10801,Great Lakes,2013–2015,Males,157
NSW,10801,Great Lakes,2013–2015,Females,97
NSW,10801,Great Lakes,2012–2014,Persons,135
NSW,10801,Great Lakes,2012–2014,Males,174
NSW,10801,Great Lakes,2012–2014,Females,97
NSW,10801,Great Lakes,2011–2013,Persons,133
NSW,10801,Great Lakes,2011–2013,Males,162
NSW,10801,Great Lakes,2011–2013,Females,104
NSW,10801,Great Lakes,2010–2012,Persons,129
NSW,10801,Great Lakes,2010–2012,Males,160
NSW,10801,Great Lakes,2010–2012,Females,99
NSW,10801,Great Lakes,2009–2011,Persons,126
NSW,10801,Great Lakes,2009–2011,Males,161
NSW,10801,Great Lakes,2009–2011,Females,91
NSW,10802,Kempsey - Nambucca,2015–2017,Persons,153
NSW,10802,Kempsey - Nambucca,2015–2017,Males,225
NSW,10802,Kempsey - Nambucca,2015–2017,Females,81
NSW,10802,Kempsey - Nambucca,2014–2016,Persons,169
NSW,10802,Kempsey - Nambucca,2014–2016,Males,234
NSW,10802,Kempsey - Nambucca,2014–2016,Females,105
NSW,10802,Kempsey - Nambucca,2013–2015,Persons,167
NSW,10802,Kempsey - Nambucca,2013–2015,Males,231
NSW,10802,Kempsey - Nambucca,2013–2015,Females,104
NSW,10802,Kempsey - Nambucca,2012–2014,Persons,169
NSW,10802,Kempsey - Nambucca,2012–2014,Males,229
NSW,10802,Kempsey - Nambucca,2012–2014,Females,111
NSW,10802,Kempsey - Nambucca,2011–2013,Persons,154
NSW,10802,Kempsey - Nambucca,2011–2013,Males,204
NSW,10802,Kempsey - Nambucca,2011–2013,Females,103
NSW,10802,Kempsey - Nambucca,2010–2012,Persons,160
NSW,10802,Kempsey - Nambucca,2010–2012,Males,220
NSW,10802,Kempsey - Nambucca,2010–2012,Females,98
NSW,10802,Kempsey - Nambucca,2009–2011,Persons,157
NSW,10802,Kempsey - Nambucca,2009–2011,Males,208
NSW,10802,Kempsey - Nambucca,2009–2011,Females,104
NSW,10803,Lord Howe Island,2015–2017,Persons,NP
NSW,10803,Lord Howe Island,2015–2017,Males,NP
NSW,10803,Lord Howe Island,2015–2017,Females,NP
NSW,10803,Lord Howe Island,2014–2016,Persons,NP
NSW,10803,Lord Howe Island,2014–2016,Males,NP
NSW,10803,Lord Howe Island,2014–2016,Females,NP
NSW,10803,Lord Howe Island,2013–2015,Persons,NP
NSW,10803,Lord Howe Island,2013–2015,Males,NP
NSW,10803,Lord Howe Island,2013–2015,Females,NP
NSW,10803,Lord Howe Island,2012–2014,Persons,NP
NSW,10803,Lord Howe Island,2012–2014,Males,NP
NSW,10803,Lord Howe Island,2012–2014,Females,NP
NSW,10803,Lord Howe Island,2011–2013,Persons,NP
NSW,10803,Lord Howe Island,2011–2013,Males,NP
NSW,10803,Lord Howe Island,2011–2013,Females,NP
NSW,10803,Lord Howe Island,2010–2012,Persons,NP
NSW,10803,Lord Howe Island,2010–2012,Males,NP
NSW,10803,Lord Howe Island,2010–2012,Females,NP
NSW,10803,Lord Howe Island,2009–2011,Persons,NP
NSW,10803,Lord Howe Island,2009–2011,Males,NP
NSW,10803,Lord Howe Island,2009–2011,Females,NP
NSW,10804,Port Macquarie,2015–2017,Persons,106
NSW,10804,Port Macquarie,2015–2017,Males,138
NSW,10804,Port Macquarie,2015–2017,Females,76
NSW,10804,Port Macquarie,2014–2016,Persons,117
NSW,10804,Port Macquarie,2014–2016,Males,149
NSW,10804,Port Macquarie,2014–2016,Females,88
NSW,10804,Port Macquarie,2013–2015,Persons,114
NSW,10804,Port Macquarie,2013–2015,Males,146
NSW,10804,Port Macquarie,2013–2015,Females,84
NSW,10804,Port Macquarie,2012–2014,Persons,108
NSW,10804,Port Macquarie,2012–2014,Males,140
NSW,10804,Port Macquarie,2012–2014,Females,77
NSW,10804,Port Macquarie,2011–2013,Persons,102
NSW,10804,Port Macquarie,2011–2013,Males,130
NSW,10804,Port Macquarie,2011–2013,Females,76
NSW,10804,Port Macquarie,2010–2012,Persons,102
NSW,10804,Port Macquarie,2010–2012,Males,129
NSW,10804,Port Macquarie,2010–2012,Females,77
NSW,10804,Port Macquarie,2009–2011,Persons,116
NSW,10804,Port Macquarie,2009–2011,Males,144
NSW,10804,Port Macquarie,2009–2011,Females,89
NSW,10805,Taree - Gloucester,2015–2017,Persons,167
NSW,10805,Taree - Gloucester,2015–2017,Males,228
NSW,10805,Taree - Gloucester,2015–2017,Females,108
NSW,10805,Taree - Gloucester,2014–2016,Persons,156
NSW,10805,Taree - Gloucester,2014–2016,Males,210
NSW,10805,Taree - Gloucester,2014–2016,Females,103
NSW,10805,Taree - Gloucester,2013–2015,Persons,149
NSW,10805,Taree - Gloucester,2013–2015,Males,210
NSW,10805,Taree - Gloucester,2013–2015,Females,90
NSW,10805,Taree - Gloucester,2012–2014,Persons,143
NSW,10805,Taree - Gloucester,2012–2014,Males,196
NSW,10805,Taree - Gloucester,2012–2014,Females,92
NSW,10805,Taree - Gloucester,2011–2013,Persons,145
NSW,10805,Taree - Gloucester,2011–2013,Males,201
NSW,10805,Taree - Gloucester,2011–2013,Females,90
NSW,10805,Taree - Gloucester,2010–2012,Persons,145
NSW,10805,Taree - Gloucester,2010–2012,Males,187
NSW,10805,Taree - Gloucester,2010–2012,Females,103
NSW,10805,Taree - Gloucester,2009–2011,Persons,138
NSW,10805,Taree - Gloucester,2009–2011,Males,177
NSW,10805,Taree - Gloucester,2009–2011,Females,100
NSW,10901,Albury,2015–2017,Persons,112
NSW,10901,Albury,2015–2017,Males,151
NSW,10901,Albury,2015–2017,Females,75
NSW,10901,Albury,2014–2016,Persons,115
NSW,10901,Albury,2014–2016,Males,150
NSW,10901,Albury,2014–2016,Females,81
NSW,10901,Albury,2013–2015,Persons,116
NSW,10901,Albury,2013–2015,Males,152
NSW,10901,Albury,2013–2015,Females,83
NSW,10901,Albury,2012–2014,Persons,137
NSW,10901,Albury,2012–2014,Males,176
NSW,10901,Albury,2012–2014,Females,99
NSW,10901,Albury,2011–2013,Persons,132
NSW,10901,Albury,2011–2013,Males,174
NSW,10901,Albury,2011–2013,Females,91
NSW,10901,Albury,2010–2012,Persons,141
NSW,10901,Albury,2010–2012,Males,180
NSW,10901,Albury,2010–2012,Females,104
NSW,10901,Albury,2009–2011,Persons,130
NSW,10901,Albury,2009–2011,Males,173
NSW,10901,Albury,2009–2011,Females,89
NSW,10902,Lower Murray,2015–2017,Persons,182
NSW,10902,Lower Murray,2015–2017,Males,258
NSW,10902,Lower Murray,2015–2017,Females,102
NSW,10902,Lower Murray,2014–2016,Persons,160
NSW,10902,Lower Murray,2014–2016,Males,228
NSW,10902,Lower Murray,2014–2016,Females,NP
NSW,10902,Lower Murray,2013–2015,Persons,161
NSW,10902,Lower Murray,2013–2015,Males,217
NSW,10902,Lower Murray,2013–2015,Females,100
NSW,10902,Lower Murray,2012–2014,Persons,159
NSW,10902,Lower Murray,2012–2014,Males,198
NSW,10902,Lower Murray,2012–2014,Females,114
NSW,10902,Lower Murray,2011–2013,Persons,153
NSW,10902,Lower Murray,2011–2013,Males,178
NSW,10902,Lower Murray,2011–2013,Females,124
NSW,10902,Lower Murray,2010–2012,Persons,138
NSW,10902,Lower Murray,2010–2012,Males,171
NSW,10902,Lower Murray,2010–2012,Females,NP
NSW,10902,Lower Murray,2009–2011,Persons,126
NSW,10902,Lower Murray,2009–2011,Males,165
NSW,10902,Lower Murray,2009–2011,Females,NP
NSW,10903,Upper Murray exc. Albury,2015–2017,Persons,148
NSW,10903,Upper Murray exc. Albury,2015–2017,Males,205
NSW,10903,Upper Murray exc. Albury,2015–2017,Females,90
NSW,10903,Upper Murray exc. Albury,2014–2016,Persons,145
NSW,10903,Upper Murray exc. Albury,2014–2016,Males,192
NSW,10903,Upper Murray exc. Albury,2014–2016,Females,97
NSW,10903,Upper Murray exc. Albury,2013–2015,Persons,134
NSW,10903,Upper Murray exc. Albury,2013–2015,Males,159
NSW,10903,Upper Murray exc. Albury,2013–2015,Females,108
NSW,10903,Upper Murray exc. Albury,2012–2014,Persons,139
NSW,10903,Upper Murray exc. Albury,2012–2014,Males,172
NSW,10903,Upper Murray exc. Albury,2012–2014,Females,105
NSW,10903,Upper Murray exc. Albury,2011–2013,Persons,137
NSW,10903,Upper Murray exc. Albury,2011–2013,Males,175
NSW,10903,Upper Murray exc. Albury,2011–2013,Females,99
NSW,10903,Upper Murray exc. Albury,2010–2012,Persons,142
NSW,10903,Upper Murray exc. Albury,2010–2012,Males,189
NSW,10903,Upper Murray exc. Albury,2010–2012,Females,95
NSW,10903,Upper Murray exc. Albury,2009–2011,Persons,136
NSW,10903,Upper Murray exc. Albury,2009–2011,Males,182
NSW,10903,Upper Murray exc. Albury,2009–2011,Females,90
NSW,11001,Armidale,2015–2017,Persons,129
NSW,11001,Armidale,2015–2017,Males,167
NSW,11001,Armidale,2015–2017,Females,92
NSW,11001,Armidale,2014–2016,Persons,129
NSW,11001,Armidale,2014–2016,Males,170
NSW,11001,Armidale,2014–2016,Females,90
NSW,11001,Armidale,2013–2015,Persons,127
NSW,11001,Armidale,2013–2015,Males,176
NSW,11001,Armidale,2013–2015,Females,78
NSW,11001,Armidale,2012–2014,Persons,115
NSW,11001,Armidale,2012–2014,Males,152
NSW,11001,Armidale,2012–2014,Females,78
NSW,11001,Armidale,2011–2013,Persons,125
NSW,11001,Armidale,2011–2013,Males,148
NSW,11001,Armidale,2011–2013,Females,102
NSW,11001,Armidale,2010–2012,Persons,128
NSW,11001,Armidale,2010–2012,Males,138
NSW,11001,Armidale,2010–2012,Females,119
NSW,11001,Armidale,2009–2011,Persons,136
NSW,11001,Armidale,2009–2011,Males,146
NSW,11001,Armidale,2009–2011,Females,125
NSW,11002,Inverell - Tenterfield,2015–2017,Persons,148
NSW,11002,Inverell - Tenterfield,2015–2017,Males,183
NSW,11002,Inverell - Tenterfield,2015–2017,Females,114
NSW,11002,Inverell - Tenterfield,2014–2016,Persons,153
NSW,11002,Inverell - Tenterfield,2014–2016,Males,204
NSW,11002,Inverell - Tenterfield,2014–2016,Females,102
NSW,11002,Inverell - Tenterfield,2013–2015,Persons,167
NSW,11002,Inverell - Tenterfield,2013–2015,Males,226
NSW,11002,Inverell - Tenterfield,2013–2015,Females,106
NSW,11002,Inverell - Tenterfield,2012–2014,Persons,162
NSW,11002,Inverell - Tenterfield,2012–2014,Males,213
NSW,11002,Inverell - Tenterfield,2012–2014,Females,110
NSW,11002,Inverell - Tenterfield,2011–2013,Persons,153
NSW,11002,Inverell - Tenterfield,2011–2013,Males,197
NSW,11002,Inverell - Tenterfield,2011–2013,Females,109
NSW,11002,Inverell - Tenterfield,2010–2012,Persons,139
NSW,11002,Inverell - Tenterfield,2010–2012,Males,174
NSW,11002,Inverell - Tenterfield,2010–2012,Females,103
NSW,11002,Inverell - Tenterfield,2009–2011,Persons,140
NSW,11002,Inverell - Tenterfield,2009–2011,Males,177
NSW,11002,Inverell - Tenterfield,2009–2011,Females,101
NSW,11003,Moree - Narrabri,2015–2017,Persons,163
NSW,11003,Moree - Narrabri,2015–2017,Males,224
NSW,11003,Moree - Narrabri,2015–2017,Females,100
NSW,11003,Moree - Narrabri,2014–2016,Persons,195
NSW,11003,Moree - Narrabri,2014–2016,Males,265
NSW,11003,Moree - Narrabri,2014–2016,Females,124
NSW,11003,Moree - Narrabri,2013–2015,Persons,191
NSW,11003,Moree - Narrabri,2013–2015,Males,264
NSW,11003,Moree - Narrabri,2013–2015,Females,116
NSW,11003,Moree - Narrabri,2012–2014,Persons,199
NSW,11003,Moree - Narrabri,2012–2014,Males,248
NSW,11003,Moree - Narrabri,2012–2014,Females,148
NSW,11003,Moree - Narrabri,2011–2013,Persons,192
NSW,11003,Moree - Narrabri,2011–2013,Males,238
NSW,11003,Moree - Narrabri,2011–2013,Females,144
NSW,11003,Moree - Narrabri,2010–2012,Persons,188
NSW,11003,Moree - Narrabri,2010–2012,Males,231
NSW,11003,Moree - Narrabri,2010–2012,Females,142
NSW,11003,Moree - Narrabri,2009–2011,Persons,182
NSW,11003,Moree - Narrabri,2009–2011,Males,231
NSW,11003,Moree - Narrabri,2009–2011,Females,130
NSW,11004,Tamworth - Gunnedah,2015–2017,Persons,149
NSW,11004,Tamworth - Gunnedah,2015–2017,Males,199
NSW,11004,Tamworth - Gunnedah,2015–2017,Females,99
NSW,11004,Tamworth - Gunnedah,2014–2016,Persons,143
NSW,11004,Tamworth - Gunnedah,2014–2016,Males,192
NSW,11004,Tamworth - Gunnedah,2014–2016,Females,95
NSW,11004,Tamworth - Gunnedah,2013–2015,Persons,139
NSW,11004,Tamworth - Gunnedah,2013–2015,Males,192
NSW,11004,Tamworth - Gunnedah,2013–2015,Females,89
NSW,11004,Tamworth - Gunnedah,2012–2014,Persons,136
NSW,11004,Tamworth - Gunnedah,2012–2014,Males,188
NSW,11004,Tamworth - Gunnedah,2012–2014,Females,87
NSW,11004,Tamworth - Gunnedah,2011–2013,Persons,146
NSW,11004,Tamworth - Gunnedah,2011–2013,Males,192
NSW,11004,Tamworth - Gunnedah,2011–2013,Females,102
NSW,11004,Tamworth - Gunnedah,2010–2012,Persons,141
NSW,11004,Tamworth - Gunnedah,2010–2012,Males,183
NSW,11004,Tamworth - Gunnedah,2010–2012,Females,99
NSW,11004,Tamworth - Gunnedah,2009–2011,Persons,139
NSW,11004,Tamworth - Gunnedah,2009–2011,Males,180
NSW,11004,Tamworth - Gunnedah,2009–2011,Females,99
NSW,11101,Lake Macquarie - East,2015–2017,Persons,108
NSW,11101,Lake Macquarie - East,2015–2017,Males,141
NSW,11101,Lake Macquarie - East,2015–2017,Females,78
NSW,11101,Lake Macquarie - East,2014–2016,Persons,102
NSW,11101,Lake Macquarie - East,2014–2016,Males,131
NSW,11101,Lake Macquarie - East,2014–2016,Females,76
NSW,11101,Lake Macquarie - East,2013–2015,Persons,107
NSW,11101,Lake Macquarie - East,2013–2015,Males,136
NSW,11101,Lake Macquarie - East,2013–2015,Females,79
NSW,11101,Lake Macquarie - East,2012–2014,Persons,106
NSW,11101,Lake Macquarie - East,2012–2014,Males,141
NSW,11101,Lake Macquarie - East,2012–2014,Females,73
NSW,11101,Lake Macquarie - East,2011–2013,Persons,110
NSW,11101,Lake Macquarie - East,2011–2013,Males,140
NSW,11101,Lake Macquarie - East,2011–2013,Females,81
NSW,11101,Lake Macquarie - East,2010–2012,Persons,113
NSW,11101,Lake Macquarie - East,2010–2012,Males,144
NSW,11101,Lake Macquarie - East,2010–2012,Females,83
NSW,11101,Lake Macquarie - East,2009–2011,Persons,117
NSW,11101,Lake Macquarie - East,2009–2011,Males,148
NSW,11101,Lake Macquarie - East,2009–2011,Females,87
NSW,11102,Lake Macquarie - West,2015–2017,Persons,126
NSW,11102,Lake Macquarie - West,2015–2017,Males,167
NSW,11102,Lake Macquarie - West,2015–2017,Females,87
NSW,11102,Lake Macquarie - West,2014–2016,Persons,125
NSW,11102,Lake Macquarie - West,2014–2016,Males,171
NSW,11102,Lake Macquarie - West,2014–2016,Females,81
NSW,11102,Lake Macquarie - West,2013–2015,Persons,124
NSW,11102,Lake Macquarie - West,2013–2015,Males,168
NSW,11102,Lake Macquarie - West,2013–2015,Females,81
NSW,11102,Lake Macquarie - West,2012–2014,Persons,125
NSW,11102,Lake Macquarie - West,2012–2014,Males,167
NSW,11102,Lake Macquarie - West,2012–2014,Females,83
NSW,11102,Lake Macquarie - West,2011–2013,Persons,135
NSW,11102,Lake Macquarie - West,2011–2013,Males,181
NSW,11102,Lake Macquarie - West,2011–2013,Females,91
NSW,11102,Lake Macquarie - West,2010–2012,Persons,137
NSW,11102,Lake Macquarie - West,2010–2012,Males,185
NSW,11102,Lake Macquarie - West,2010–2012,Females,91
NSW,11102,Lake Macquarie - West,2009–2011,Persons,137
NSW,11102,Lake Macquarie - West,2009–2011,Males,185
NSW,11102,Lake Macquarie - West,2009–2011,Females,89
NSW,11103,Newcastle,2015–2017,Persons,134
NSW,11103,Newcastle,2015–2017,Males,158
NSW,11103,Newcastle,2015–2017,Females,110
NSW,11103,Newcastle,2014–2016,Persons,140
NSW,11103,Newcastle,2014–2016,Males,167
NSW,11103,Newcastle,2014–2016,Females,115
NSW,11103,Newcastle,2013–2015,Persons,142
NSW,11103,Newcastle,2013–2015,Males,170
NSW,11103,Newcastle,2013–2015,Females,115
NSW,11103,Newcastle,2012–2014,Persons,132
NSW,11103,Newcastle,2012–2014,Males,168
NSW,11103,Newcastle,2012–2014,Females,97
NSW,11103,Newcastle,2011–2013,Persons,126
NSW,11103,Newcastle,2011–2013,Males,162
NSW,11103,Newcastle,2011–2013,Females,92
NSW,11103,Newcastle,2010–2012,Persons,125
NSW,11103,Newcastle,2010–2012,Males,162
NSW,11103,Newcastle,2010–2012,Females,89
NSW,11103,Newcastle,2009–2011,Persons,132
NSW,11103,Newcastle,2009–2011,Males,167
NSW,11103,Newcastle,2009–2011,Females,98
NSW,11201,Richmond Valley - Coastal,2015–2017,Persons,107
NSW,11201,Richmond Valley - Coastal,2015–2017,Males,136
NSW,11201,Richmond Valley - Coastal,2015–2017,Females,81
NSW,11201,Richmond Valley - Coastal,2014–2016,Persons,123
NSW,11201,Richmond Valley - Coastal,2014–2016,Males,146
NSW,11201,Richmond Valley - Coastal,2014–2016,Females,102
NSW,11201,Richmond Valley - Coastal,2013–2015,Persons,120
NSW,11201,Richmond Valley - Coastal,2013–2015,Males,151
NSW,11201,Richmond Valley - Coastal,2013–2015,Females,91
NSW,11201,Richmond Valley - Coastal,2012–2014,Persons,122
NSW,11201,Richmond Valley - Coastal,2012–2014,Males,156
NSW,11201,Richmond Valley - Coastal,2012–2014,Females,89
NSW,11201,Richmond Valley - Coastal,2011–2013,Persons,117
NSW,11201,Richmond Valley - Coastal,2011–2013,Males,152
NSW,11201,Richmond Valley - Coastal,2011–2013,Females,82
NSW,11201,Richmond Valley - Coastal,2010–2012,Persons,115
NSW,11201,Richmond Valley - Coastal,2010–2012,Males,154
NSW,11201,Richmond Valley - Coastal,2010–2012,Females,76
NSW,11201,Richmond Valley - Coastal,2009–2011,Persons,122
NSW,11201,Richmond Valley - Coastal,2009–2011,Males,164
NSW,11201,Richmond Valley - Coastal,2009–2011,Females,80
NSW,11202,Richmond Valley - Hinterland,2015–2017,Persons,144
NSW,11202,Richmond Valley - Hinterland,2015–2017,Males,184
NSW,11202,Richmond Valley - Hinterland,2015–2017,Females,105
NSW,11202,Richmond Valley - Hinterland,2014–2016,Persons,151
NSW,11202,Richmond Valley - Hinterland,2014–2016,Males,195
NSW,11202,Richmond Valley - Hinterland,2014–2016,Females,109
NSW,11202,Richmond Valley - Hinterland,2013–2015,Persons,143
NSW,11202,Richmond Valley - Hinterland,2013–2015,Males,183
NSW,11202,Richmond Valley - Hinterland,2013–2015,Females,104
NSW,11202,Richmond Valley - Hinterland,2012–2014,Persons,145
NSW,11202,Richmond Valley - Hinterland,2012–2014,Males,189
NSW,11202,Richmond Valley - Hinterland,2012–2014,Females,102
NSW,11202,Richmond Valley - Hinterland,2011–2013,Persons,142
NSW,11202,Richmond Valley - Hinterland,2011–2013,Males,195
NSW,11202,Richmond Valley - Hinterland,2011–2013,Females,90
NSW,11202,Richmond Valley - Hinterland,2010–2012,Persons,134
NSW,11202,Richmond Valley - Hinterland,2010–2012,Males,182
NSW,11202,Richmond Valley - Hinterland,2010–2012,Females,88
NSW,11202,Richmond Valley - Hinterland,2009–2011,Persons,125
NSW,11202,Richmond Valley - Hinterland,2009–2011,Males,163
NSW,11202,Richmond Valley - Hinterland,2009–2011,Females,88
NSW,11203,Tweed Valley,2015–2017,Persons,119
NSW,11203,Tweed Valley,2015–2017,Males,165
NSW,11203,Tweed Valley,2015–2017,Females,76
NSW,11203,Tweed Valley,2014–2016,Persons,117
NSW,11203,Tweed Valley,2014–2016,Males,159
NSW,11203,Tweed Valley,2014–2016,Females,77
NSW,11203,Tweed Valley,2013–2015,Persons,118
NSW,11203,Tweed Valley,2013–2015,Males,157
NSW,11203,Tweed Valley,2013–2015,Females,80
NSW,11203,Tweed Valley,2012–2014,Persons,124
NSW,11203,Tweed Valley,2012–2014,Males,165
NSW,11203,Tweed Valley,2012–2014,Females,86
NSW,11203,Tweed Valley,2011–2013,Persons,124
NSW,11203,Tweed Valley,2011–2013,Males,159
NSW,11203,Tweed Valley,2011–2013,Females,92
NSW,11203,Tweed Valley,2010–2012,Persons,125
